"Owner","Username","Amount"
"rEBfa2ZfAWaeW2Ej8K2rJrL32HP3Xa4XRh","","1"
"rEBBuHe6e6oAysJBf6FtsMYBi9rNgfCqPh","","1"
"rE9yDmx3RRP2QHFiGqQfhxmMVHN4WPk2iX","","1"
"rE8owpxsEdh6e32V9WuqCAmZFfb8egLWVS","","1"
"rE2tq9t5u4ktJA3Tw1sJfoj6UQ5ZG4RGda","","1"
"rDyDU8E35wgkXT3mYPLLNxsMQEFQn5FZNJ","","1"
"rDwrsmmDTS6oLtaKdrePSs7e5cuPYnqUCA","RedHotDankMoist","1"
"rDwj4DYcPGrgqBzUyFjBsGuDDPsSDB3XBG","","1"
"rDvEVRndUAGWMqgMFxCSC9y5T1rGXtXQAs","","1"
"rDtGTdbyc2UAhmEF6xN1wNXQoNhSCpmXDP","","1"
"rDsfmgA8cCGv6i4zxENpSPn3mM6MaYNvuA","","1"
"rDrF61wC12dGbMAnTtoV4DbTF4DmX85a11","","1"
"rDpLcKCi18ixgzJEseKbi2krRGTWZM69gX","","1"
"rDmhhccUgvc2uBRbFDNqdw4j13jhR4i1iJ","","1"
"rDkPDzcSgX2nds71tU8adGVezEx5s8qBZu","","1"
"rDjQBUfD3EkcPWfeMJHqFGNJmLQMNEyNyU","","1"
"rDc7fT4oH1AFSh77ag2dpfpoud37mfw4Nr","","1"
"rDacxRZyhnLq1uSMKJxfg8VJRWpEsJizT4","","1"
"rDYmzNcF1qg5swGhgnnNfCwyRq8K14NSwz","","1"
"rDY3NLJ4KMC7Af1Y2DsHXpSjtupWXmmKvm","","1"
"rDX7wAJUmqD6AwniXHeAqq8jc9WYGNDeSy","","1"
"rDVKqTQzaihfkcsYfjLznyuJgAuMhSxcgy","","1"
"rDSPgJzvomzd3EVMQsP15FYRZniKcj7PhR","","1"
"rDRRV5JKJ8tj51df74V8eT4LY2MjDuRUHk","","1"
"rDR2NTSC1XQvE46uu4GaNpYySgpUDcvoqM","","1"
"rDMtU681uVkeeJdEhgD1jSbUC4LQYcv9N8","","1"
"rDLzhEvLnq21kVFwDWX9L9iUBNJzBNRKck","","1"
"rDL7Fiq6QKmKeJBNSD6AmaaSqEc7R93JPf","","1"
"rDKLB8Pzh39LPTk9WcavmgCHTKYdiC7889","","1"
"rDJGpTR6JEXgMf5tpsXzuZF3CM9Ldt15xK","","1"
"rDHoLzWug3ySCWtg8D2tQ2WdRPsKkpG9tL","","1"
"rDGmpMRLaJFz5BZxQWZ5YDkxchTdpeoFXp","","1"
"rDEnLwWnikpnhbeEHYbjAnBUjhBB9qokDh","","1"
"rDEY6mYkMYFqrYbu25pcM1ueHbUqV71gxq","","1"
"rDEDRVhheZFtSNbiqiMRRxCDUXznRNrriy","","1"
"rDE4S5ZsLkEj91dGK2A83iG1DtoNJJdN22","","1"
"rDBniyxR9PA2BxAP1T4NfU3A2uYrpcgSVx","","1"
"rD6AnMCm9gxjY21yw8ZfuiZHYYoqDBwJj4","","1"
"rD5JUBt6CjYozBCNELp2QNJMCAybq2LE1x","","1"
"rD31GAYvyNJPknFucjhLEsRg7Uc5D87GMG","","1"
"rD2Ch64cybcxne2Usw2ZSxAXRxUjzmjV7b","","1"
"rCSCdAn63Rx4qodvnZ81TRcmZNu4WjEtP","Danielwwf","1"
"rBzAn2LefLbhv8VysnLCKDGW5qe2eiqJSy","ryan","1"
"rBwWPBGLcYknC8jFxanSoDX16g2SN4tUo9","","1"
"rBtX8EMHeNgBfis4cSHCsg9Y4Vaw53YYp4","","1"
"rBr7v9j7nmWvLMU3gNF3BjanRBryb5GFq2","","1"
"rBqBTebXMF44jAeVW7tbVNfuhdKVkaN12p","","1"
"rBqAP8DfsT8NgLjhd7LAZgmHV3b1afEXfQ","","1"
"rBkbLpZvJnUZo9Vg1FV92wspthHSZdNwF5","","1"
"rBkKX144F7gzAAPrEXv1nCwUwaJUFQ2qYQ","","1"
"rBhXdcTmmh44KXqoEmERzSM7HsHSxVrWVY","","1"
"rBhULn7jNyeqQvRcmdikEs6DiyL9bWw465","","1"
"rBcGzdMULkZNSYdnCsfwJLiEMcmU7P2NYx","","1"
"rBbck1zZHL3YhuJrmvcY7QT9nYttY7hiDz","","1"
"rBaRhY9Muyook8H3M8ULF8gfQYNeqFfc7X","","1"
"rBY26Py7qJfv2XPbXEHdRUftjw8z9SNanq","","1"
"rBXQqUdoZog2fK3nu49xMHsvC9eE79sGms","","1"
"rBVUHsTrvNUyjgJabxmfBNgRWjE5HAmzZc","","1"
"rBVRpQjDpGqLs588dtthtZhrPJCcM4w3TS","","1"
"rBUa2zvTngSbnPm3wUWNGEByJPDUBvapNJ","","1"
"rBS6vXFTH3kGT1EJrZEGFSiBT2pLVqtaub","","1"
"rBPf6hXnEVoFLwNxA4Tz9PiJoydFmf98Yr","","1"
"rBNmfMkbqnWzht5tv7ndYm23FEE1LrbfUb","","1"
"rBNC8zwTwtA3JhVTAREWFUSfWDMgmxcBAR","","1"
"rBN5bXxYr5HBDE5VHYaR71D5GzVWxkaFBR","","1"
"rBMo8gXu2ZKBmYpsRqsmbUtST5ZebqbKWi","","1"
"rBKKFxr4RDav7QLPkehiaeJjBtvhxJxa16","","1"
"rBJQzsqRgL1wXyMYqVi1H1BR9iuD65TysK","","1"
"rBG715AckmNM7cxZE4g29C8Du6iCDgpkoq","","1"
"rBEstYirSgtXP3LFx1RZKf6Jo9oZyvrTL9","","1"
"rBCdEHnaveCFjzuuXkqZmCCdcpyA6HsPos","","1"
"rBCKCmPun9VPs8ffWZsB5xRSG8gQekqMoJ","","1"
"rB9qPjGdBGtbQohjb6kYLXg4iAKrPvkt5q","","1"
"rB72Rf9pzCTBk3Ec8MDC2DBqJq4yCPMjqg","","1"
"rB4Hq5yZcGZwBegkqS5phf9WRKBmrrVDHT","","1"
"rB3UuJSuVTSrWwkutHj71SJeo8QjMJDJbA","","1"
"rB1XwR8eiJX164bbMeWX8DquXs75JHaKgY","","1"
"r9zLWLcLJ2JkVBeYYmkjaKvgBEEX49gpBn","","1"
"r9z1HYerv4cTqoyPDdm2yNDKRFr5TXMLBq","","1"
"r9yxaR6FHkLQFtmVzP3RxpRybZwLjSq8sZ","","1"
"r9xzE2rZuF9eqSP77kWAvNm41HQVTLhrV8","","1"
"r9wBtqqcfyyeihWRv5iLtam9cUmJgUBdZa","","1"
"r9v5MxmAuFFchPTgNuwRweDZDAtQKpoA7k","","1"
"r9ub41z1NBTaEyXpXQs2KG82jtVSDJUBnD","","1"
"r9trPqp5ARChPVq5HQXre5RAzcCtey5mKU","","1"
"r9q2HMDbRLa6ZiFNTM36XQt21E28NKJ8dM","","1"
"r9ozThaqtbPfVTvukMfpPNtx75c2jq8fYa","","1"
"r9jznBare2j2eoJeS3yV9dxoqDvMKnju4i","","1"
"r9joE8Xa2wGSBau5cxYSGy81QZvPb3cpsb","","1"
"r9iww4BZKDX74BbvMzGgHGNUUaSd7bvaGT","","1"
"r9hMGMu88BwvLUpqRXRbRa5JwtjSfWZd28","","1"
"r9fUN7vLUQWgMNNebXdtbttn6ju7R83Ex6","","1"
"r9bF5gYPH95iY2u2wvFqHnLzhC8bxnvDiM","","1"
"r9YDzvmYMdC6K2uvF4jdWBTsbZszs9YRsq","","1"
"r9X8rfpBtv814XsnUoGpfSr3NQkEZDQTfg","","1"
"r9VgWjpX3JDzN65xwZEeNmDHMUkTxh7nFe","","1"
"r9VHQ7vi374WcWNaPWbZsSrCmywENwxtJZ","","1"
"r9UKt9Y5kE8P1QQpzBvDUo6FkhTNaJgoSA","","1"
"r9Szg8q4LubCd7X9APMm8hPuW35y4MBNqQ","","1"
"r9Qdy4YAJA4P8auCND6m1Pfh9rUseGQuFE","","1"
"r9Q7xSwahj6j72iwaawYoQxDbyYn2U6hVU","","1"
"r9Q3rLKZ4gmGH4ziEK5FXA2BmhhihmQAfS","","1"
"r9PVDYcMMBw7A6QYGuEf3SiNwkx3d5cTN6","","1"
"r9HpXAcAgbThQADTFf1ytCwFbStzSFRtGK","","1"
"r9HGWV4Jzm1XzvdabugnP1Ydnt1PMmK4nu","","1"
"r9FP21v2NFfZpNqqPn12FRsgfaFWfMN5s5","","1"
"r9DvuUVDyL4dMXcewbpDtD3cXYGiCNtCFt","","1"
"r9BxVMEvgUszYMFRQe5evnFsnGeZ9sUjz9","","1"
"r9BdWB62tYGvvaKQQMM7r1tZNzzwtCaAVW","","1"
"r95L4jUTR4eGVdxEmVDuj2aPFyX7x58pVc","","1"
"r91Vr2TEDLfr1sSh1nWGzUovxTWuJqYuR2","","1"
"r91JfKoiSnQxFbHPBXyBHXuQPNyzpd5dRY","","1"
"r7raBaSG9kmKBDBX41eHSuxup273s5je5","","1"
"r5MgqZ2qiWxwtq4XjyLWeqSiYRtF31cvo","","1"
"r4yg5frEku7JPCYk3RxgTvvy21481g7TD4","","1"
"r4wTXLwsyiCiww6VH167oKCJBLdFmbct6e","","1"
"r4sSHw7QSvx79ShtZti4tgLh7seVjz5FGx","","1"
"r4kyBTEdz5E1o4whUmwcL1xFULwdMpijMn","","1"
"r4dR8ZMWSoQqP98ZvweCRxr8iEsJWfNxzj","","1"
"r4cFGk1WJwNNhK1qdwz4v9Z36rZ5chUJQg","","1"
"r4aofB22PidsgPcFrR8bnWWxEBQ8Bk7Fv8","","1"
"r4akbYWNnPT7GwcENCYpx6YFmCo1sGcz6X","","1"
"r4aGARxenpStvW4wr2jUoMWPJTHwMSfvdP","","1"
"r4ZXKNdxjvci5gUdEC8yX3GAiNAc58Dvvk","","1"
"r4ZPAJ7jkBsU5NSj4Qvhw2EU3aQfcFeq2d","","1"
"r4Y29jsQnksRp2YPQQETStDzXJMDM9Y6e8","","1"
"r4XiPQpTdXWRmLMCTAirhKD4dwwrVzSGdb","","1"
"r4XQcYUeoBn6tkt3xSirdvfVajzQ9e1eGT","","1"
"r4XMtpuwbFdWWi3HfBPSV3VxSTCsH93qyi","","1"
"r4VgLMdPiTy5T9rtaqToj8DDfwm1EC21SZ","","1"
"r4UBY9xV9UGod9b94gZWYezQKtzsjyUVMQ","","1"
"r4SJXAQ3Rn66U8y6w7fUNpP7KZrQ5e3JeA","","1"
"r4N6KSst2KWdf8DGC4bTc4u2E6PZoY2iR6","","1"
"r4Lbz8cTJTtNPiTcrmDWRmUqn4KEPLNfxJ","","1"
"r4KSDvKP6HjyZHKjhy1n2HdWBtoqrNyYoz","","1"
"r4J8Tks2wm3KAt9fYSVbQHoFwRcpWrNPiA","","1"
"r4H41FTdL7DnvedMADrZnuY5iwrFyn44zd","","1"
"r4FtLE72BbhXHbssj6fCGWASe4U8AMEjca","","1"
"r4FZaHnPGaEQWfeXgJE2h3ji2N2Zs4E4Vi","","1"
"r4Er4E6iMRv4v8BG8duPDdRjZoqpK2yXcC","","1"
"r46FC8YhE2DotEEMoQynaiQvR8N1VEVCQs","","1"
"r434s39gXZPDP179xp1B5ZHPD5owFN2G3j","","1"
"r3zC76EeCuJhg6Y8s3GxpBW8MBDa79AV9","","1"
"r3ynGMh6FS9f6rPazmEeX1qt9W9Xwd8cUL","","1"
"r3yJNtqba2f5fDCPVsubxcT8WJvu94eeeC","","1"
"r3w7ghXTppmwmwwBbar1JZDx7bSbV3fm1C","","1"
"r3tpQWXdy7s8WPUaKq1ap17oPdXNnmCt1T","","1"
"r3tfzrmcxLLpjKCfEgZCQtygdcDrgeRQUA","","1"
"r3mPsLJgBAdAgK2ZHyvDThkjcatrb9cGLx","","1"
"r3kgV6KpwcpVUmGkMdEfF2HkXFpQmJSpZE","","1"
"r3kf2ehLWZeFzbv2HDe5465EsGtmjinP2C","","1"
"r3jZ8EUQr3sA9YG7DuFB1qqM2KAmL9dDJa","","1"
"r3isstJSLNDEAdVnqFzEU68g2GA7gmSdq1","","1"
"r3e7UBgVwor6oXk3s4ce6YS9VaLPQni5Uy","","1"
"r3cT2wpYRKBu8rq88sbhuZa32BzK2CxvDo","","1"
"r3YktY1HWV4sa6YUZSpdhb2NpBaExd7MeU","","1"
"r3XqdHELPEZen3ijViPrxv9WCLx9Nq1ngk","","1"
"r3WaUXcCVgWiWGznEzuTorWjpA6bjMDkkK","","1"
"r3PtpXHLnPLgh8ppe1jm6reAanHYrUWVbN","","1"
"r3NaRQLKd1ygkLV3nFVm6zBb4WSaAs5VdH","","1"
"r3LzwEHgnFdY9KWG1GkBdFxC1FKtHmwdta","","1"
"r3EeXf4674sCwgxaaPA7yZHJB3EbxHG42d","","1"
"r3EcQNbZnR2RcZG7CkpRDbnd8vhtRx7q31","","1"
"r3DVtzBNVXVkdfMt4Y7xEcLDRxzskzJDVU","","1"
"r3D6x9mXwTXnSeBSMw1yUwt7rkWwbPHehs","","1"
"r3CHehfgRjJzsEgQ6eg4KKZeWff8rsFbzh","","1"
"r3BwUq6uZwRhyQEjuP8wDZSvxmX2fb4NBW","","1"
"r3BSHKoKH486qzaT6w8337VuRAXDeZ5JzS","","1"
"r3B2XTgzBp9TWk1w68E5J9mptUR12cn9LQ","","1"
"r38wjb1jYrpRVjGxL1ACeqFJQA3uZzxu5W","","1"
"r38qEBhssmhrx8Xbd8TQq3WhVQveeKSe5Z","","1"
"r34jWk2KFLi7pCPaCEPs5hciPhjix7fn7H","","1"
"r32wteJvqHqHNiWvVBH59VwJ5ZZ7hQnGDH","","1"
"r1k7QuvoGhZs2ngmULT8xNHv7ELu2c1x2","","1"
